DepotID,ClientID,VehicleID,Distancia (km),Duracion (horas)
1,10,1,29.2675,0.5983611111111111
1,10,2,29.2675,0.5983611111111111
1,10,3,29.2675,0.5983611111111111
1,10,4,29.2675,0.5983611111111111
1,10,5,29.2675,0.5983611111111111
1,10,6,29.2675,0.5983611111111111
1,10,7,29.2675,0.5983611111111111
1,10,8,29.2675,0.5983611111111111
1,10,9,29.2675,0.5983611111111111
1,10,10,999,999
1,10,11,999,999
1,10,12,999,999
1,11,1,26.6861,0.5729722222222222
1,11,2,26.6861,0.5729722222222222
1,11,3,26.6861,0.5729722222222222
1,11,4,26.6861,0.5729722222222222
1,11,5,26.6861,0.5729722222222222
1,11,6,26.6861,0.5729722222222222
1,11,7,26.6861,0.5729722222222222
1,11,8,26.6861,0.5729722222222222
1,11,9,26.6861,0.5729722222222222
1,11,10,999,999
1,11,11,999,999
1,11,12,999,999
1,12,1,2.8459,0.07397222222222223
1,12,2,2.8459,0.07397222222222223
1,12,3,2.8459,0.07397222222222223
1,12,4,2.8459,0.07397222222222223
1,12,5,2.8459,0.07397222222222223
1,12,6,2.8459,0.07397222222222223
1,12,7,2.8459,0.07397222222222223
1,12,8,2.8459,0.07397222222222223
1,12,9,2.8459,0.07397222222222223
1,12,10,999,999
1,12,11,999,999
1,12,12,999,999
1,13,1,17.2278,0.36108333333333337
1,13,2,17.2278,0.36108333333333337
1,13,3,17.2278,0.36108333333333337
1,13,4,17.2278,0.36108333333333337
1,13,5,17.2278,0.36108333333333337
1,13,6,17.2278,0.36108333333333337
1,13,7,17.2278,0.36108333333333337
1,13,8,17.2278,0.36108333333333337
1,13,9,17.2278,0.36108333333333337
1,13,10,999,999
1,13,11,999,999
1,13,12,999,999
1,14,1,11.6304,0.21194444444444444
1,14,2,11.6304,0.21194444444444444
1,14,3,11.6304,0.21194444444444444
1,14,4,11.6304,0.21194444444444444
1,14,5,11.6304,0.21194444444444444
1,14,6,11.6304,0.21194444444444444
1,14,7,11.6304,0.21194444444444444
1,14,8,11.6304,0.21194444444444444
1,14,9,11.6304,0.21194444444444444
1,14,10,999,999
1,14,11,999,999
1,14,12,999,999
1,15,1,22.6964,0.44675
1,15,2,22.6964,0.44675
1,15,3,22.6964,0.44675
1,15,4,22.6964,0.44675
1,15,5,22.6964,0.44675
1,15,6,22.6964,0.44675
1,15,7,22.6964,0.44675
1,15,8,22.6964,0.44675
1,15,9,22.6964,0.44675
1,15,10,999,999
1,15,11,999,999
1,15,12,999,999
1,16,1,29.5787,0.6260555555555556
1,16,2,29.5787,0.6260555555555556
1,16,3,29.5787,0.6260555555555556
1,16,4,29.5787,0.6260555555555556
1,16,5,29.5787,0.6260555555555556
1,16,6,29.5787,0.6260555555555556
1,16,7,29.5787,0.6260555555555556
1,16,8,29.5787,0.6260555555555556
1,16,9,29.5787,0.6260555555555556
1,16,10,999,999
1,16,11,999,999
1,16,12,999,999
1,17,1,22.1569,0.48091666666666666
1,17,2,22.1569,0.48091666666666666
1,17,3,22.1569,0.48091666666666666
1,17,4,22.1569,0.48091666666666666
1,17,5,22.1569,0.48091666666666666
1,17,6,22.1569,0.48091666666666666
1,17,7,22.1569,0.48091666666666666
1,17,8,22.1569,0.48091666666666666
1,17,9,22.1569,0.48091666666666666
1,17,10,999,999
1,17,11,999,999
1,17,12,999,999
1,18,1,15.683399999999999,0.3541388888888889
1,18,2,15.683399999999999,0.3541388888888889
1,18,3,15.683399999999999,0.3541388888888889
1,18,4,15.683399999999999,0.3541388888888889
1,18,5,15.683399999999999,0.3541388888888889
1,18,6,15.683399999999999,0.3541388888888889
1,18,7,15.683399999999999,0.3541388888888889
1,18,8,15.683399999999999,0.3541388888888889
1,18,9,15.683399999999999,0.3541388888888889
1,18,10,999,999
1,18,11,999,999
1,18,12,999,999
1,19,1,9.5791,0.24319444444444444
1,19,2,9.5791,0.24319444444444444
1,19,3,9.5791,0.24319444444444444
1,19,4,9.5791,0.24319444444444444
1,19,5,9.5791,0.24319444444444444
1,19,6,9.5791,0.24319444444444444
1,19,7,9.5791,0.24319444444444444
1,19,8,9.5791,0.24319444444444444
1,19,9,9.5791,0.24319444444444444
1,19,10,999,999
1,19,11,999,999
1,19,12,999,999
1,20,1,5.8484,0.12983333333333333
1,20,2,5.8484,0.12983333333333333
1,20,3,5.8484,0.12983333333333333
1,20,4,5.8484,0.12983333333333333
1,20,5,5.8484,0.12983333333333333
1,20,6,5.8484,0.12983333333333333
1,20,7,5.8484,0.12983333333333333
1,20,8,5.8484,0.12983333333333333
1,20,9,5.8484,0.12983333333333333
1,20,10,999,999
1,20,11,999,999
1,20,12,999,999
1,21,1,7.6647,0.2823611111111111
1,21,2,7.6647,0.2823611111111111
1,21,3,7.6647,0.2823611111111111
1,21,4,7.6647,0.2823611111111111
1,21,5,7.6647,0.2823611111111111
1,21,6,7.6647,0.2823611111111111
1,21,7,7.6647,0.2823611111111111
1,21,8,7.6647,0.2823611111111111
1,21,9,7.6647,0.2823611111111111
1,21,10,999,999
1,21,11,999,999
1,21,12,999,999
1,22,1,20.3231,0.37686111111111115
1,22,2,20.3231,0.37686111111111115
1,22,3,20.3231,0.37686111111111115
1,22,4,20.3231,0.37686111111111115
1,22,5,20.3231,0.37686111111111115
1,22,6,20.3231,0.37686111111111115
1,22,7,20.3231,0.37686111111111115
1,22,8,20.3231,0.37686111111111115
1,22,9,20.3231,0.37686111111111115
1,22,10,999,999
1,22,11,999,999
1,22,12,999,999
1,23,1,12.7272,0.2374166666666667
1,23,2,12.7272,0.2374166666666667
1,23,3,12.7272,0.2374166666666667
1,23,4,12.7272,0.2374166666666667
1,23,5,12.7272,0.2374166666666667
1,23,6,12.7272,0.2374166666666667
1,23,7,12.7272,0.2374166666666667
1,23,8,12.7272,0.2374166666666667
1,23,9,12.7272,0.2374166666666667
1,23,10,999,999
1,23,11,999,999
1,23,12,999,999
1,24,1,26.421799999999998,0.5598333333333334
1,24,2,26.421799999999998,0.5598333333333334
1,24,3,26.421799999999998,0.5598333333333334
1,24,4,26.421799999999998,0.5598333333333334
1,24,5,26.421799999999998,0.5598333333333334
1,24,6,26.421799999999998,0.5598333333333334
1,24,7,26.421799999999998,0.5598333333333334
1,24,8,26.421799999999998,0.5598333333333334
1,24,9,26.421799999999998,0.5598333333333334
1,24,10,999,999
1,24,11,999,999
1,24,12,999,999
2,1,1,12.4415,0.30741666666666667
2,1,2,12.4415,0.30741666666666667
2,1,3,12.4415,0.30741666666666667
2,1,4,12.4415,0.30741666666666667
2,1,5,12.4415,0.30741666666666667
2,1,6,12.4415,0.30741666666666667
2,1,7,12.4415,0.30741666666666667
2,1,8,12.4415,0.30741666666666667
2,1,9,12.4415,0.30741666666666667
2,1,10,999,999
2,1,11,999,999
2,1,12,999,999
2,2,1,24.4829,0.5271944444444445
2,2,2,24.4829,0.5271944444444445
2,2,3,24.4829,0.5271944444444445
2,2,4,24.4829,0.5271944444444445
2,2,5,24.4829,0.5271944444444445
2,2,6,24.4829,0.5271944444444445
2,2,7,24.4829,0.5271944444444445
2,2,8,24.4829,0.5271944444444445
2,2,9,24.4829,0.5271944444444445
2,2,10,999,999
2,2,11,999,999
2,2,12,999,999
2,3,1,29.626900000000003,0.6077777777777778
2,3,2,29.626900000000003,0.6077777777777778
2,3,3,29.626900000000003,0.6077777777777778
2,3,4,29.626900000000003,0.6077777777777778
2,3,5,29.626900000000003,0.6077777777777778
2,3,6,29.626900000000003,0.6077777777777778
2,3,7,29.626900000000003,0.6077777777777778
2,3,8,29.626900000000003,0.6077777777777778
2,3,9,29.626900000000003,0.6077777777777778
2,3,10,999,999
2,3,11,999,999
2,3,12,999,999
2,4,1,11.948,0.29716666666666663
2,4,2,11.948,0.29716666666666663
2,4,3,11.948,0.29716666666666663
2,4,4,11.948,0.29716666666666663
2,4,5,11.948,0.29716666666666663
2,4,6,11.948,0.29716666666666663
2,4,7,11.948,0.29716666666666663
2,4,8,11.948,0.29716666666666663
2,4,9,11.948,0.29716666666666663
2,4,10,999,999
2,4,11,999,999
2,4,12,999,999
2,5,1,21.3037,0.4489722222222222
2,5,2,21.3037,0.4489722222222222
2,5,3,21.3037,0.4489722222222222
2,5,4,21.3037,0.4489722222222222
2,5,5,21.3037,0.4489722222222222
2,5,6,21.3037,0.4489722222222222
2,5,7,21.3037,0.4489722222222222
2,5,8,21.3037,0.4489722222222222
2,5,9,21.3037,0.4489722222222222
2,5,10,999,999
2,5,11,999,999
2,5,12,999,999
2,6,1,21.6433,0.5088055555555556
2,6,2,21.6433,0.5088055555555556
2,6,3,21.6433,0.5088055555555556
2,6,4,21.6433,0.5088055555555556
2,6,5,21.6433,0.5088055555555556
2,6,6,21.6433,0.5088055555555556
2,6,7,21.6433,0.5088055555555556
2,6,8,21.6433,0.5088055555555556
2,6,9,21.6433,0.5088055555555556
2,6,10,999,999
2,6,11,999,999
2,6,12,999,999
2,7,1,26.8289,0.6080277777777778
2,7,2,26.8289,0.6080277777777778
2,7,3,26.8289,0.6080277777777778
2,7,4,26.8289,0.6080277777777778
2,7,5,26.8289,0.6080277777777778
2,7,6,26.8289,0.6080277777777778
2,7,7,26.8289,0.6080277777777778
2,7,8,26.8289,0.6080277777777778
2,7,9,26.8289,0.6080277777777778
2,7,10,999,999
2,7,11,999,999
2,7,12,999,999
2,8,1,21.4949,0.46358333333333335
2,8,2,21.4949,0.46358333333333335
2,8,3,21.4949,0.46358333333333335
2,8,4,21.4949,0.46358333333333335
2,8,5,21.4949,0.46358333333333335
2,8,6,21.4949,0.46358333333333335
2,8,7,21.4949,0.46358333333333335
2,8,8,21.4949,0.46358333333333335
2,8,9,21.4949,0.46358333333333335
2,8,10,999,999
2,8,11,999,999
2,8,12,999,999
2,9,1,15.815,0.3145555555555556
2,9,2,15.815,0.3145555555555556
2,9,3,15.815,0.3145555555555556
2,9,4,15.815,0.3145555555555556
2,9,5,15.815,0.3145555555555556
2,9,6,15.815,0.3145555555555556
2,9,7,15.815,0.3145555555555556
2,9,8,15.815,0.3145555555555556
2,9,9,15.815,0.3145555555555556
2,9,10,999,999
2,9,11,999,999
2,9,12,999,999
2,10,1,5.2365,0.14422222222222222
2,10,2,5.2365,0.14422222222222222
2,10,3,5.2365,0.14422222222222222
2,10,4,5.2365,0.14422222222222222
2,10,5,5.2365,0.14422222222222222
2,10,6,5.2365,0.14422222222222222
2,10,7,5.2365,0.14422222222222222
2,10,8,5.2365,0.14422222222222222
2,10,9,5.2365,0.14422222222222222
2,10,10,999,999
2,10,11,999,999
2,10,12,999,999
2,11,1,15.1911,0.29891666666666666
2,11,2,15.1911,0.29891666666666666
2,11,3,15.1911,0.29891666666666666
2,11,4,15.1911,0.29891666666666666
2,11,5,15.1911,0.29891666666666666
2,11,6,15.1911,0.29891666666666666
2,11,7,15.1911,0.29891666666666666
2,11,8,15.1911,0.29891666666666666
2,11,9,15.1911,0.29891666666666666
2,11,10,999,999
2,11,11,999,999
2,11,12,999,999
2,12,1,34.6719,0.6926666666666667
2,12,2,34.6719,0.6926666666666667
2,12,3,34.6719,0.6926666666666667
2,12,4,34.6719,0.6926666666666667
2,12,5,34.6719,0.6926666666666667
2,12,6,34.6719,0.6926666666666667
2,12,7,34.6719,0.6926666666666667
2,12,8,34.6719,0.6926666666666667
2,12,9,34.6719,0.6926666666666667
2,12,10,999,999
2,12,11,999,999
2,12,12,999,999
2,13,1,17.9205,0.4429166666666667
2,13,2,17.9205,0.4429166666666667
2,13,3,17.9205,0.4429166666666667
2,13,4,17.9205,0.4429166666666667
2,13,5,17.9205,0.4429166666666667
2,13,6,17.9205,0.4429166666666667
2,13,7,17.9205,0.4429166666666667
2,13,8,17.9205,0.4429166666666667
2,13,9,17.9205,0.4429166666666667
2,13,10,999,999
2,13,11,999,999
2,13,12,999,999
2,14,1,30.3691,0.5959444444444445
2,14,2,30.3691,0.5959444444444445
2,14,3,30.3691,0.5959444444444445
2,14,4,30.3691,0.5959444444444445
2,14,5,30.3691,0.5959444444444445
2,14,6,30.3691,0.5959444444444445
2,14,7,30.3691,0.5959444444444445
2,14,8,30.3691,0.5959444444444445
2,14,9,30.3691,0.5959444444444445
2,14,10,999,999
2,14,11,999,999
2,14,12,999,999
2,15,1,11.231,0.26808333333333334
2,15,2,11.231,0.26808333333333334
2,15,3,11.231,0.26808333333333334
2,15,4,11.231,0.26808333333333334
2,15,5,11.231,0.26808333333333334
2,15,6,11.231,0.26808333333333334
2,15,7,11.231,0.26808333333333334
2,15,8,11.231,0.26808333333333334
2,15,9,11.231,0.26808333333333334
2,15,10,999,999
2,15,11,999,999
2,15,12,999,999
2,16,1,3.5954,0.09844444444444443
2,16,2,3.5954,0.09844444444444443
2,16,3,3.5954,0.09844444444444443
2,16,4,3.5954,0.09844444444444443
2,16,5,3.5954,0.09844444444444443
2,16,6,3.5954,0.09844444444444443
2,16,7,3.5954,0.09844444444444443
2,16,8,3.5954,0.09844444444444443
2,16,9,3.5954,0.09844444444444443
2,16,10,999,999
2,16,11,999,999
2,16,12,999,999
2,17,1,15.970799999999999,0.37925
2,17,2,15.970799999999999,0.37925
2,17,3,15.970799999999999,0.37925
2,17,4,15.970799999999999,0.37925
2,17,5,15.970799999999999,0.37925
2,17,6,15.970799999999999,0.37925
2,17,7,15.970799999999999,0.37925
2,17,8,15.970799999999999,0.37925
2,17,9,15.970799999999999,0.37925
2,17,10,999,999
2,17,11,999,999
2,17,12,999,999
2,18,1,20.0201,0.48255555555555557
2,18,2,20.0201,0.48255555555555557
2,18,3,20.0201,0.48255555555555557
2,18,4,20.0201,0.48255555555555557
2,18,5,20.0201,0.48255555555555557
2,18,6,20.0201,0.48255555555555557
2,18,7,20.0201,0.48255555555555557
2,18,8,20.0201,0.48255555555555557
2,18,9,20.0201,0.48255555555555557
2,18,10,999,999
2,18,11,999,999
2,18,12,999,999
2,19,1,25.5187,0.5711666666666666
2,19,2,25.5187,0.5711666666666666
2,19,3,25.5187,0.5711666666666666
2,19,4,25.5187,0.5711666666666666
2,19,5,25.5187,0.5711666666666666
2,19,6,25.5187,0.5711666666666666
2,19,7,25.5187,0.5711666666666666
2,19,8,25.5187,0.5711666666666666
2,19,9,25.5187,0.5711666666666666
2,19,10,999,999
2,19,11,999,999
2,19,12,999,999
2,20,1,33.273,0.6529444444444444
2,20,2,33.273,0.6529444444444444
2,20,3,33.273,0.6529444444444444
2,20,4,33.273,0.6529444444444444
2,20,5,33.273,0.6529444444444444
2,20,6,33.273,0.6529444444444444
2,20,7,33.273,0.6529444444444444
2,20,8,33.273,0.6529444444444444
2,20,9,33.273,0.6529444444444444
2,20,10,999,999
2,20,11,999,999
2,20,12,999,999
2,21,1,31.4094,0.6771388888888888
2,21,2,31.4094,0.6771388888888888
2,21,3,31.4094,0.6771388888888888
2,21,4,31.4094,0.6771388888888888
2,21,5,31.4094,0.6771388888888888
2,21,6,31.4094,0.6771388888888888
2,21,7,31.4094,0.6771388888888888
2,21,8,31.4094,0.6771388888888888
2,21,9,31.4094,0.6771388888888888
2,21,10,999,999
2,21,11,999,999
2,21,12,999,999
2,22,1,14.3162,0.3476666666666666
2,22,2,14.3162,0.3476666666666666
2,22,3,14.3162,0.3476666666666666
2,22,4,14.3162,0.3476666666666666
2,22,5,14.3162,0.3476666666666666
2,22,6,14.3162,0.3476666666666666
2,22,7,14.3162,0.3476666666666666
2,22,8,14.3162,0.3476666666666666
2,22,9,14.3162,0.3476666666666666
2,22,10,999,999
2,22,11,999,999
2,22,12,999,999
2,23,1,31.465799999999998,0.6214166666666666
2,23,2,31.465799999999998,0.6214166666666666
2,23,3,31.465799999999998,0.6214166666666666
2,23,4,31.465799999999998,0.6214166666666666
2,23,5,31.465799999999998,0.6214166666666666
2,23,6,31.465799999999998,0.6214166666666666
2,23,7,31.465799999999998,0.6214166666666666
2,23,8,31.465799999999998,0.6214166666666666
2,23,9,31.465799999999998,0.6214166666666666
2,23,10,999,999
2,23,11,999,999
2,23,12,999,999
2,24,1,11.1634,0.23575000000000002
2,24,2,11.1634,0.23575000000000002
2,24,3,11.1634,0.23575000000000002
2,24,4,11.1634,0.23575000000000002
2,24,5,11.1634,0.23575000000000002
2,24,6,11.1634,0.23575000000000002
2,24,7,11.1634,0.23575000000000002
2,24,8,11.1634,0.23575000000000002
2,24,9,11.1634,0.23575000000000002
2,24,10,999,999
2,24,11,999,999
2,24,12,999,999
3,1,1,28.611,0.6467222222222222
3,1,2,28.611,0.6467222222222222
3,1,3,28.611,0.6467222222222222
3,1,4,28.611,0.6467222222222222
3,1,5,28.611,0.6467222222222222
3,1,6,28.611,0.6467222222222222
3,1,7,28.611,0.6467222222222222
3,1,8,28.611,0.6467222222222222
3,1,9,28.611,0.6467222222222222
3,1,10,999,999
3,1,11,999,999
3,1,12,999,999
3,2,1,20.673299999999998,0.41944444444444445
3,2,2,20.673299999999998,0.41944444444444445
3,2,3,20.673299999999998,0.41944444444444445
3,2,4,20.673299999999998,0.41944444444444445
3,2,5,20.673299999999998,0.41944444444444445
3,2,6,20.673299999999998,0.41944444444444445
3,2,7,20.673299999999998,0.41944444444444445
3,2,8,20.673299999999998,0.41944444444444445
3,2,9,20.673299999999998,0.41944444444444445
3,2,10,999,999
3,2,11,999,999
3,2,12,999,999
3,3,1,21.3803,0.46819444444444447
3,3,2,21.3803,0.46819444444444447
3,3,3,21.3803,0.46819444444444447
3,3,4,21.3803,0.46819444444444447
3,3,5,21.3803,0.46819444444444447
3,3,6,21.3803,0.46819444444444447
3,3,7,21.3803,0.46819444444444447
3,3,8,21.3803,0.46819444444444447
3,3,9,21.3803,0.46819444444444447
3,3,10,999,999
3,3,11,999,999
3,3,12,999,999
3,4,1,28.1175,0.6369166666666667
3,4,2,28.1175,0.6369166666666667
3,4,3,28.1175,0.6369166666666667
3,4,4,28.1175,0.6369166666666667
3,4,5,28.1175,0.6369166666666667
3,4,6,28.1175,0.6369166666666667
3,4,7,28.1175,0.6369166666666667
3,4,8,28.1175,0.6369166666666667
3,4,9,28.1175,0.6369166666666667
3,4,10,999,999
3,4,11,999,999
3,4,12,999,999
3,5,1,31.6361,0.6687222222222222
3,5,2,31.6361,0.6687222222222222
3,5,3,31.6361,0.6687222222222222
3,5,4,31.6361,0.6687222222222222
3,5,5,31.6361,0.6687222222222222
3,5,6,31.6361,0.6687222222222222
3,5,7,31.6361,0.6687222222222222
3,5,8,31.6361,0.6687222222222222
3,5,9,31.6361,0.6687222222222222
3,5,10,999,999
3,5,11,999,999
3,5,12,999,999
3,6,1,25.646,0.5646388888888889
3,6,2,25.646,0.5646388888888889
3,6,3,25.646,0.5646388888888889
3,6,4,25.646,0.5646388888888889
3,6,5,25.646,0.5646388888888889
3,6,6,25.646,0.5646388888888889
3,6,7,25.646,0.5646388888888889
3,6,8,25.646,0.5646388888888889
3,6,9,25.646,0.5646388888888889
3,6,10,999,999
3,6,11,999,999
3,6,12,999,999
3,7,1,19.4001,0.4478611111111111
3,7,2,19.4001,0.4478611111111111
3,7,3,19.4001,0.4478611111111111
3,7,4,19.4001,0.4478611111111111
3,7,5,19.4001,0.4478611111111111
3,7,6,19.4001,0.4478611111111111
3,7,7,19.4001,0.4478611111111111
3,7,8,19.4001,0.4478611111111111
3,7,9,19.4001,0.4478611111111111
3,7,10,999,999
3,7,11,999,999
3,7,12,999,999
3,8,1,32.9817,0.7078611111111112
3,8,2,32.9817,0.7078611111111112
3,8,3,32.9817,0.7078611111111112
3,8,4,32.9817,0.7078611111111112
3,8,5,32.9817,0.7078611111111112
3,8,6,32.9817,0.7078611111111112
3,8,7,32.9817,0.7078611111111112
3,8,8,32.9817,0.7078611111111112
3,8,9,32.9817,0.7078611111111112
3,8,10,999,999
3,8,11,999,999
3,8,12,999,999
3,9,1,34.907,0.7791944444444444
3,9,2,34.907,0.7791944444444444
3,9,3,34.907,0.7791944444444444
3,9,4,34.907,0.7791944444444444
3,9,5,34.907,0.7791944444444444
3,9,6,34.907,0.7791944444444444
3,9,7,34.907,0.7791944444444444
3,9,8,34.907,0.7791944444444444
3,9,9,34.907,0.7791944444444444
3,9,10,999,999
3,9,11,999,999
3,9,12,999,999
3,10,1,35.1185,0.78475
3,10,2,35.1185,0.78475
3,10,3,35.1185,0.78475
3,10,4,35.1185,0.78475
3,10,5,35.1185,0.78475
3,10,6,35.1185,0.78475
3,10,7,35.1185,0.78475
3,10,8,35.1185,0.78475
3,10,9,35.1185,0.78475
3,10,10,999,999
3,10,11,999,999
3,10,12,999,999
3,11,1,38.7727,0.8111944444444444
3,11,2,38.7727,0.8111944444444444
3,11,3,38.7727,0.8111944444444444
3,11,4,38.7727,0.8111944444444444
3,11,5,38.7727,0.8111944444444444
3,11,6,38.7727,0.8111944444444444
3,11,7,38.7727,0.8111944444444444
3,11,8,38.7727,0.8111944444444444
3,11,9,38.7727,0.8111944444444444
3,11,10,999,999
3,11,11,999,999
3,11,12,999,999
3,12,1,17.0334,0.3833888888888889
3,12,2,17.0334,0.3833888888888889
3,12,3,17.0334,0.3833888888888889
3,12,4,17.0334,0.3833888888888889
3,12,5,17.0334,0.3833888888888889
3,12,6,17.0334,0.3833888888888889
3,12,7,17.0334,0.3833888888888889
3,12,8,17.0334,0.3833888888888889
3,12,9,17.0334,0.3833888888888889
3,12,10,999,999
3,12,11,999,999
3,12,12,999,999
3,13,1,27.0403,0.5800277777777777
3,13,2,27.0403,0.5800277777777777
3,13,3,27.0403,0.5800277777777777
3,13,4,27.0403,0.5800277777777777
3,13,5,27.0403,0.5800277777777777
3,13,6,27.0403,0.5800277777777777
3,13,7,27.0403,0.5800277777777777
3,13,8,27.0403,0.5800277777777777
3,13,9,27.0403,0.5800277777777777
3,13,10,999,999
3,13,11,999,999
3,13,12,999,999
3,14,1,25.1758,0.4756388888888889
3,14,2,25.1758,0.4756388888888889
3,14,3,25.1758,0.4756388888888889
3,14,4,25.1758,0.4756388888888889
3,14,5,25.1758,0.4756388888888889
3,14,6,25.1758,0.4756388888888889
3,14,7,25.1758,0.4756388888888889
3,14,8,25.1758,0.4756388888888889
3,14,9,25.1758,0.4756388888888889
3,14,10,999,999
3,14,11,999,999
3,14,12,999,999
3,15,1,28.3281,0.6452777777777777
3,15,2,28.3281,0.6452777777777777
3,15,3,28.3281,0.6452777777777777
3,15,4,28.3281,0.6452777777777777
3,15,5,28.3281,0.6452777777777777
3,15,6,28.3281,0.6452777777777777
3,15,7,28.3281,0.6452777777777777
3,15,8,28.3281,0.6452777777777777
3,15,9,28.3281,0.6452777777777777
3,15,10,999,999
3,15,11,999,999
3,15,12,999,999
3,16,1,35.4298,0.8124444444444445
3,16,2,35.4298,0.8124444444444445
3,16,3,35.4298,0.8124444444444445
3,16,4,35.4298,0.8124444444444445
3,16,5,35.4298,0.8124444444444445
3,16,6,35.4298,0.8124444444444445
3,16,7,35.4298,0.8124444444444445
3,16,8,35.4298,0.8124444444444445
3,16,9,35.4298,0.8124444444444445
3,16,10,999,999
3,16,11,999,999
3,16,12,999,999
3,17,1,31.9694,0.6998611111111112
3,17,2,31.9694,0.6998611111111112
3,17,3,31.9694,0.6998611111111112
3,17,4,31.9694,0.6998611111111112
3,17,5,31.9694,0.6998611111111112
3,17,6,31.9694,0.6998611111111112
3,17,7,31.9694,0.6998611111111112
3,17,8,31.9694,0.6998611111111112
3,17,9,31.9694,0.6998611111111112
3,17,10,999,999
3,17,11,999,999
3,17,12,999,999
3,18,1,26.833099999999998,0.6138333333333333
3,18,2,26.833099999999998,0.6138333333333333
3,18,3,26.833099999999998,0.6138333333333333
3,18,4,26.833099999999998,0.6138333333333333
3,18,5,26.833099999999998,0.6138333333333333
3,18,6,26.833099999999998,0.6138333333333333
3,18,7,26.833099999999998,0.6138333333333333
3,18,8,26.833099999999998,0.6138333333333333
3,18,9,26.833099999999998,0.6138333333333333
3,18,10,999,999
3,18,11,999,999
3,18,12,999,999
3,19,1,16.322200000000002,0.38116666666666665
3,19,2,16.322200000000002,0.38116666666666665
3,19,3,16.322200000000002,0.38116666666666665
